Quantil,Halstead Volume,Cyclomatic Complexity (CC),Lines Of Code (LOC),Microsoft Maintainability Index (MI),Maintainability Index (MI) - calculated
0.96349,885.2875669999927,6.0,43.0,84.0,42
0.9635,885.3566900000086,6.0,43.0,84.0,42
0.96351,885.56,6.0,43.0,84.0,42
0.96352,885.56,6.0,43.0,84.0,42
0.96353,885.65,6.0,43.0,84.0,42
0.96354,885.74,6.0,43.0,84.0,42
0.96355,886.03,6.0,43.0,84.0,42
0.96356,886.03,6.0,43.0,84.0,42
0.96357,886.03,6.0,43.0,84.0,42
0.96358,886.03,6.0,43.0,84.0,42
0.96359,886.03,6.0,43.0,84.0,42
0.9636,886.09,6.0,43.0,84.0,42
0.96361,886.24,6.0,43.0,84.0,42
0.96362,886.2440564000004,6.0,43.0,84.0,42
0.96363,886.7337720000011,6.0,43.0,84.0,42
0.96364,886.8932079999998,6.0,43.0,84.0,42
0.96365,887.12,6.0,43.0,84.0,42
0.96366,887.18,6.0,43.0,84.0,42
0.96367,887.18,6.0,43.0,84.0,42
0.96368,887.21,6.0,43.0,84.0,42
0.96369,887.8447452000033,6.0,43.0,84.0,42
0.9637,887.95,6.0,43.0,84.0,42
0.96371,887.9887309999991,6.0,43.0,84.0,42
0.96372,888.0003784,6.0,43.0,84.0,42
0.96373,888.1891377999959,6.0,43.0,84.0,42
0.96374,888.28,6.0,43.0,84.0,42
0.96375,888.28,6.0,43.0,84.0,42
0.96376,888.28,6.0,43.0,84.0,42
0.96377,888.47,6.0,43.0,84.0,42
0.96378,888.47,6.0,43.0,84.0,42
0.96379,888.47,6.0,43.0,84.0,42
0.9638,888.47,6.0,43.0,84.0,42
0.96381,888.47,6.0,43.0,84.0,42
0.96382,888.47,6.0,43.0,84.0,42
0.96383,888.47,6.0,43.0,84.0,42
0.96384,888.47,6.0,43.0,84.0,42
0.96385,888.4975820000021,6.0,43.0,84.0,42
0.96386,888.53,6.0,43.0,84.0,42
0.96387,888.53,6.0,43.0,84.0,42
0.96388,888.7349871999998,6.0,43.0,84.0,42
0.96389,888.75,6.0,43.0,84.0,42
0.9639,888.75,6.0,43.0,84.0,42
0.96391,888.7603902,6.0,43.0,84.0,42
0.96392,888.9508959999961,6.0,43.0,84.0,42
0.96393,889.2526183999993,6.0,43.0,84.0,42
0.96394,889.27,6.0,43.0,84.0,42
0.96395,889.2847039999999,6.0,43.0,84.0,42
0.96396,889.61,6.0,43.0,84.0,42
0.96397,889.8098514000033,6.0,43.0,84.0,42
0.96398,890.2909147999934,6.0,43.0,84.0,42
0.96399,890.41,6.0,43.0,84.0,42
0.964,890.57,6.0,43.0,84.0,42
0.96401,890.61,6.0,43.0,84.0,42
0.96402,890.61,6.0,43.0,84.0,42
0.96403,891.31,6.0,43.0,84.0,42
0.96404,891.31,6.0,43.0,84.0,42
0.96405,891.31,6.0,43.0,84.0,42
0.96406,891.33,6.0,43.0,84.0,42
0.96407,891.33,6.0,43.0,84.0,42
0.96408,891.33,6.0,43.0,84.0,42
0.96409,891.6330222000095,6.0,43.0,84.0,42
0.9641,891.73,6.0,43.0,84.0,42
0.96411,891.8703420000012,6.0,43.0,84.0,42
0.96412,891.9796647999983,6.0,43.0,84.0,42
0.96413,892.01,6.0,43.0,84.0,42
0.96414,892.4365155999993,6.0,43.0,84.0,42
0.96415,892.5,6.0,43.0,84.0,42
0.96416,892.6524896000017,6.0,43.0,84.0,42
0.96417,892.74,6.0,43.0,84.0,42
0.96418,893.2621111999988,6.0,43.0,84.0,42
0.96419,893.4950097999987,6.0,43.0,84.0,42
0.9642,893.56,6.0,43.0,84.0,42
0.96421,893.59,6.0,43.0,84.0,42
0.96422,894.0,6.0,43.0,84.0,42
0.96423,894.0369648000016,6.0,43.0,84.0,42
0.96424,894.1380223999987,6.0,43.0,84.0,42
0.96425,894.16,6.0,43.0,84.0,42
0.96426,894.16,6.0,43.0,84.0,42
0.96427,894.2317927999992,6.0,43.0,84.0,42
0.96428,894.29,6.0,43.0,84.0,42
0.96429,894.3399312000024,6.0,43.0,84.0,42
0.9643,894.64,6.0,43.0,84.0,42
0.96431,894.71,6.0,43.0,84.0,42
0.96432,894.8014144000022,6.0,43.0,84.0,42
0.96433,894.88,6.0,43.0,84.0,42
0.96434,894.88,6.0,43.0,84.0,42
0.96435,894.88,6.0,43.0,84.0,42
0.96436,894.88,6.0,43.0,84.0,42
0.96437,895.12,6.0,43.0,84.0,42
0.96438,895.17,6.0,43.0,84.0,42
0.96439,895.7069974000012,6.0,43.0,84.0,42
0.9644,896.1049439999997,6.0,43.0,84.0,42
0.96441,896.1180007999995,6.0,43.0,84.0,42
0.96442,896.2055888000014,6.0,43.0,84.0,42
0.96443,896.27,6.0,43.0,84.0,42
0.96444,896.59,6.0,43.0,84.0,42
0.96445,896.6203479999991,6.0,43.0,84.0,42
0.96446,897.33,6.0,43.0,84.0,42
0.96447,897.33,6.0,43.0,84.0,42
0.96448,897.33,6.0,43.0,84.0,42
0.96449,897.3880981999991,6.0,43.0,84.0,42
0.9645,897.5769000000017,6.0,43.0,84.0,42
0.96451,897.7682553999987,6.0,43.0,84.0,42
0.96452,897.8509543999998,6.0,43.0,84.0,42
0.96453,897.9,6.0,43.0,84.0,42
0.96454,898.1490015999973,6.0,43.0,84.0,42
0.96455,898.9961230000104,6.0,43.0,84.0,42
0.96456,899.0948320000008,6.0,43.0,84.0,42
0.96457,899.18,6.0,43.0,84.0,42
0.96458,899.3677187999992,6.0,43.0,84.0,42
0.96459,899.41,6.0,43.0,84.0,42
0.9646,899.7281680000056,6.0,43.0,84.0,42
0.96461,899.84,6.0,43.0,84.0,42
0.96462,900.0,6.0,43.0,84.0,42
0.96463,900.04,6.0,43.0,84.0,42
0.96464,900.04,6.0,43.0,84.0,42
0.96465,900.0555190000002,6.0,43.0,84.0,42
0.96466,900.07,6.0,43.0,84.0,42
0.96467,900.14,6.0,43.0,84.0,42
0.96468,900.2013919999974,6.0,43.0,84.0,42
0.96469,900.34,6.0,43.0,84.0,42
0.9647,900.4900120000005,6.0,43.0,84.0,42
0.96471,900.5286957999971,6.0,43.0,84.0,42
0.96472,900.627992000001,6.0,43.0,84.0,42
0.96473,900.737383599999,6.0,43.0,84.0,42
0.96474,900.81,6.0,43.0,84.0,42
0.96475,900.8294349999999,6.0,43.0,84.0,42
0.96476,900.94,6.0,43.0,84.0,42
0.96477,901.0,6.0,43.0,84.0,42
0.96478,901.47,6.0,43.0,84.0,42
0.96479,901.5084522000005,6.0,43.0,84.0,42
0.9648,901.89,6.0,43.0,84.0,42
0.96481,901.92,6.0,43.0,84.0,42
0.96482,901.92,6.0,43.0,84.0,42
0.96483,901.9736045999949,6.0,43.0,84.0,42
0.96484,902.13,6.0,44.0,84.0,42
0.96485,902.3566929999977,6.0,44.0,84.0,42
0.96486,902.57,6.0,44.0,84.0,42
0.96487,902.57,6.0,44.0,84.0,42
0.96488,902.57,6.0,44.0,84.0,42
0.96489,902.7202243999991,6.0,44.0,84.0,42
0.9649,902.9568459999992,6.0,44.0,84.0,42
0.96491,903.36,6.0,44.0,84.0,42
0.96492,903.36,6.0,44.0,84.0,42
0.96493,903.36,6.0,44.0,84.0,42
0.96494,903.412737999997,6.0,44.0,84.0,42
0.96495,903.75,6.0,44.0,84.0,42
0.96496,903.75,6.0,44.0,84.0,42
0.96497,903.797017,6.0,44.0,84.0,42
0.96498,903.97,6.0,44.0,84.0,42
0.96499,903.9886711999995,6.0,44.0,84.0,42
0.965,904.01,6.0,44.0,84.0,42
0.96501,904.0596610000001,6.0,44.0,84.0,42
0.96502,904.1,6.0,44.0,84.0,42
0.96503,904.4325824000127,6.0,44.0,84.0,42
0.96504,904.76,6.0,44.0,84.0,42
0.96505,905.01,6.0,44.0,84.0,42
0.96506,905.0192796,6.0,44.0,84.0,42
0.96507,905.04,6.0,44.0,84.0,42
0.96508,905.4250728000004,6.0,44.0,84.0,42
0.96509,905.86,6.0,44.0,84.0,42
0.9651,905.8781100000001,6.0,44.0,84.0,42
0.96511,905.9225083999993,6.0,44.0,84.0,42
0.96512,905.9477727999998,6.0,44.0,84.0,42
0.96513,905.9575930000007,6.0,44.0,84.0,42
0.96514,906.0,6.0,44.0,84.0,42
0.96515,906.0,6.0,44.0,84.0,42
0.96516,906.1882455999998,6.0,44.0,84.0,42
0.96517,906.2904739999987,6.0,44.0,84.0,42
0.96518,906.58,6.0,44.0,84.0,42
0.96519,906.66,6.0,44.0,84.0,42
0.9652,906.66,6.0,44.0,84.0,42
0.96521,906.7424383999966,6.0,44.0,84.0,42
0.96522,906.98,6.0,44.0,84.0,42
0.96523,907.03,6.0,44.0,84.0,42
0.96524,907.4089831999997,6.0,44.0,84.0,42
0.96525,907.59,6.0,44.0,84.0,42
0.96526,907.7904812000031,6.0,44.0,84.0,42
0.96527,907.973693999998,6.0,44.0,84.0,42
0.96528,908.4510176000002,6.0,44.0,84.0,42
0.96529,908.66,6.0,44.0,84.0,42
0.9653,908.68,6.0,44.0,84.0,42
0.96531,909.3678802000012,6.0,44.0,84.0,42
0.96532,909.38,6.0,44.0,84.0,42
0.96533,909.41,6.0,44.0,84.0,42
0.96534,909.58,6.0,44.0,84.0,42
0.96535,909.58,6.0,44.0,84.0,42
0.96536,909.5964736000006,6.0,44.0,84.0,42
0.96537,909.66,6.0,44.0,84.0,42
0.96538,909.8430899999986,6.0,44.0,84.0,42
0.96539,909.91,6.0,44.0,84.0,42
0.9654,910.1377640000003,6.0,44.0,84.0,42
0.96541,910.16,6.0,44.0,84.0,42
0.96542,910.17,6.0,44.0,84.0,42
0.96543,910.35,6.0,44.0,84.0,42
0.96544,910.35,6.0,44.0,84.0,42
0.96545,910.5784620000027,6.0,44.0,84.0,42
0.96546,910.74,6.0,44.0,84.0,42
0.96547,910.954053600001,6.0,44.0,84.0,42
0.96548,910.99,6.0,44.0,84.0,42
0.96549,911.3565001999982,6.0,44.0,84.0,42
0.9655,911.5860200000008,6.0,44.0,84.0,42
0.96551,911.6161687999999,6.0,44.0,84.0,42
0.96552,911.65,6.0,44.0,84.0,42
0.96553,911.7436132000003,6.0,44.0,84.0,42
0.96554,911.81,6.0,44.0,84.0,42
0.96555,912.014497,6.0,44.0,84.0,42
0.96556,912.7,6.0,44.0,84.0,42
0.96557,912.9273974000049,6.0,44.0,84.0,42
0.96558,913.04,6.0,44.0,84.0,42
0.96559,913.12,6.0,44.0,84.0,42
0.9656,913.2075519999995,6.0,44.0,84.0,42
0.96561,913.26,6.0,44.0,84.0,42
0.96562,913.26,6.0,44.0,84.0,42
0.96563,913.33,6.0,44.0,84.0,42
0.96564,913.3991295999999,6.0,44.0,84.0,42
0.96565,913.785719999997,6.0,44.0,84.0,42
0.96566,913.85,6.0,44.0,84.0,42
0.96567,913.9231480000017,6.0,44.0,84.0,42
0.96568,914.2257920000003,6.0,44.0,84.0,42
0.96569,914.4962796000053,6.0,44.0,84.0,42
0.9657,914.9624319999991,6.0,44.0,84.0,42
0.96571,915.0509309999991,6.0,44.0,84.0,42
0.96572,915.2,6.0,44.0,84.0,42
0.96573,915.3606601999996,6.0,44.0,84.0,42
0.96574,915.4,6.0,44.0,84.0,42
0.96575,915.5607249999978,6.0,44.0,84.0,42
0.96576,915.76,6.0,44.0,84.0,42
0.96577,915.76,6.0,44.0,84.0,42
0.96578,915.804397200004,6.0,44.0,84.0,42
0.96579,915.98,6.0,44.0,84.0,42
0.9658,916.1293800000005,6.0,44.0,84.0,42
0.96581,916.28,6.0,44.0,84.0,42
0.96582,916.2894212000008,6.0,44.0,84.0,42
0.96583,916.31,6.0,44.0,84.0,42
0.96584,916.47,6.0,44.0,84.0,42
0.96585,916.5120740000001,6.0,44.0,84.0,42
0.96586,916.68,6.0,44.0,84.0,42
0.96587,916.6863013999999,6.0,44.0,84.0,42
0.96588,916.8418711999979,6.0,44.0,84.0,42
0.96589,916.86,6.0,44.0,84.0,42
0.9659,916.8809900000001,6.0,44.0,84.0,42
0.96591,916.95,6.0,44.0,84.0,42
0.96592,916.95,6.0,44.0,84.0,42
0.96593,917.56,6.0,44.0,84.0,42
0.96594,917.6278144000029,6.0,44.0,84.0,42
0.96595,917.69,6.0,44.0,84.0,42
0.96596,917.69,6.0,44.0,84.0,42
0.96597,917.77,6.0,44.0,84.0,42
0.96598,918.0,6.0,44.0,84.0,42
0.96599,918.0,6.0,44.0,84.0,42
0.966,918.39,6.0,44.0,84.0,42
0.96601,918.5034792000067,6.0,44.0,84.0,42
0.96602,918.75,6.0,44.0,84.0,42
0.96603,918.9014988000009,6.0,44.0,84.0,42
0.96604,918.93,6.0,44.0,84.0,42
0.96605,919.0520249999909,6.0,44.0,84.0,42
0.96606,919.21,6.0,44.0,84.0,42
0.96607,919.24,6.0,44.0,84.0,42
0.96608,919.26,6.0,44.0,84.0,42
0.96609,919.26,6.0,44.0,84.0,42
0.9661,919.2736839999998,6.0,44.0,84.0,42
0.96611,919.32,6.0,44.0,84.0,42
0.96612,919.32,6.0,44.0,84.0,42
0.96613,919.32,6.0,44.0,84.0,42
0.96614,919.39,6.0,44.0,84.0,42
0.96615,919.7,6.0,44.0,84.0,42
0.96616,919.7,6.0,44.0,84.0,42
0.96617,919.7,6.0,44.0,84.0,42
0.96618,919.7,6.0,44.0,84.0,42
0.96619,919.7,6.0,44.0,84.0,42
0.9662,919.7790999999954,6.0,44.0,84.0,42
0.96621,919.95,6.0,44.0,84.0,42
0.96622,920.2107099999994,6.0,44.0,84.0,42
0.96623,920.5201514000038,6.0,44.0,84.0,42
0.96624,920.78,6.0,44.0,84.0,42
0.96625,920.7989750000002,6.0,44.0,84.0,42
0.96626,921.3991440000001,6.0,44.0,84.0,42
0.96627,921.47,6.0,44.0,84.0,42
0.96628,921.4826648000005,6.0,44.0,84.0,42
0.96629,921.5,6.0,44.0,84.0,42
0.9663,921.52,6.0,44.0,84.0,42
0.96631,921.5941369999989,6.0,44.0,84.0,42
0.96632,921.9555071999982,6.0,44.0,85.0,42
0.96633,922.1633563999977,6.0,44.0,85.0,42
0.96634,922.28,6.0,44.0,85.0,42
0.96635,922.3091169999999,6.0,44.0,85.0,42
0.96636,922.4458375999998,6.0,44.0,85.0,42
0.96637,922.46,6.0,44.0,85.0,42
0.96638,922.4692412000016,6.0,44.0,85.0,42
0.96639,922.6331758,6.0,44.0,85.0,42
0.9664,922.7387359999993,6.0,44.0,85.0,42
0.96641,922.9,6.0,44.0,85.0,42
0.96642,923.27,6.0,44.0,85.0,42
0.96643,923.37,6.0,44.0,85.0,42
0.96644,923.433368,6.0,44.0,85.0,42
0.96645,923.47,6.0,44.0,85.0,42
0.96646,923.57,6.0,44.0,85.0,42
0.96647,923.57,6.0,44.0,85.0,42
0.96648,923.57,6.0,44.0,85.0,42
0.96649,923.57,6.0,44.0,85.0,42
0.9665,923.64,6.0,44.0,85.0,42
0.96651,923.95,6.0,44.0,85.0,42
0.96652,924.0,6.0,44.0,85.0,42
0.96653,924.6902660000028,6.0,45.0,85.0,42
0.96654,924.79,6.0,45.0,85.0,42
0.96655,924.8746560000023,6.0,45.0,85.0,42
0.96656,925.1705407999959,6.0,45.0,85.0,42
0.96657,925.3049958000081,6.0,45.0,85.0,42
0.96658,925.56,6.0,45.0,85.0,42
0.96659,925.56,6.0,45.0,85.0,42
0.9666,926.02,6.0,45.0,85.0,42
0.96661,926.43,6.0,45.0,85.0,42
0.96662,926.4708803999997,6.0,45.0,85.0,42
0.96663,926.6161831999989,6.0,45.0,85.0,42
0.96664,926.78,6.0,45.0,85.0,42
0.96665,926.8987120000018,6.0,45.0,85.0,42
0.96666,927.1764136,6.0,45.0,85.0,42
0.96667,927.38,6.0,45.0,85.0,42
0.96668,927.43,6.0,45.0,85.0,42
0.96669,927.44,6.0,45.0,85.0,42
0.9667,927.4590960000002,6.0,45.0,85.0,42
0.96671,927.5836867999996,6.0,45.0,85.0,42
0.96672,927.8901152000005,6.0,45.0,85.0,42
0.96673,927.9306823999993,6.0,45.0,85.0,42
0.96674,927.96,6.0,45.0,85.0,42
0.96675,928.063155,6.0,45.0,85.0,42
0.96676,928.1,6.0,45.0,85.0,42
0.96677,928.11,6.0,45.0,85.0,42
0.96678,928.1158315999999,6.0,45.0,85.0,42
0.96679,928.2,6.0,45.0,85.0,42
0.9668,928.5120559999964,6.0,45.0,85.0,42
0.96681,928.9693023999966,6.0,45.0,85.0,42
0.96682,929.18,6.0,45.0,85.0,42
0.96683,929.4317928000016,6.0,45.0,85.0,42
0.96684,929.5477391999838,6.0,45.0,85.0,42
0.96685,930.1191959999979,6.0,45.0,85.0,42
0.96686,930.28,6.0,45.0,85.0,42
0.96687,930.28,6.0,45.0,85.0,42
0.96688,930.8086144,6.0,45.0,85.0,42
0.96689,930.84,6.0,45.0,85.0,42
0.9669,930.94,6.0,45.0,85.0,42
0.96691,930.9409538000023,6.0,45.0,85.0,42
0.96692,931.13,6.0,45.0,85.0,42
0.96693,931.3612584,6.0,45.0,85.0,42
0.96694,931.42,6.0,45.0,85.0,42
0.96695,931.65,6.0,45.0,85.0,42
0.96696,931.65,6.0,45.0,85.0,42
0.96697,932.0067472000001,6.0,45.0,85.0,42
0.96698,932.04,6.0,45.0,85.0,42
0.96699,932.29,6.0,45.0,85.0,42
0.967,932.46,6.0,45.0,85.0,42
0.96701,932.46,6.0,45.0,85.0,42
0.96702,932.46,6.0,45.0,85.0,42
0.96703,932.9943685999921,6.0,45.0,85.0,42
0.96704,933.17,6.0,45.0,85.0,42
0.96705,933.17,6.0,45.0,85.0,42
0.96706,933.17,6.0,45.0,85.0,42
0.96707,933.1786615999997,6.0,45.0,85.0,42
0.96708,933.29,6.0,45.0,85.0,42
0.96709,933.4571490000005,6.0,45.0,85.0,42
0.9671,933.48,6.0,45.0,85.0,42
0.96711,933.6280825999999,6.0,45.0,85.0,42
0.96712,933.65,6.0,45.0,85.0,42
0.96713,934.2914204000018,6.0,45.0,85.0,42
0.96714,934.6,6.0,45.0,85.0,42
0.96715,934.692229999997,6.0,45.0,85.0,42
0.96716,934.8244072000025,6.0,45.0,85.0,42
0.96717,934.87,6.0,45.0,85.0,42
0.96718,934.87,6.0,45.0,85.0,42
0.96719,934.9112698000004,6.0,45.0,85.0,42
0.9672,934.98,6.0,45.0,85.0,42
0.96721,934.9980323999998,6.0,45.0,85.0,42
0.96722,935.3316483999998,6.0,45.0,85.0,42
0.96723,935.34,6.0,45.0,85.0,42
0.96724,935.6098663999999,6.0,45.0,85.0,42
0.96725,935.95,6.0,45.0,85.0,42
0.96726,936.0,6.0,45.0,85.0,42
0.96727,936.5488563999987,6.0,45.0,85.0,42
0.96728,936.6395328000025,6.0,45.0,85.0,42
0.96729,936.88,6.0,45.0,85.0,42
0.9673,936.9287080000032,6.0,45.0,85.0,42
0.96731,937.1293965999977,6.0,45.0,85.0,42
0.96732,937.431437600001,6.0,45.0,85.0,42
0.96733,937.5924104,6.0,45.0,85.0,42
0.96734,937.66,6.0,45.0,85.0,42
0.96735,937.78,6.0,45.0,85.0,42
0.96736,937.8224960000005,6.0,45.0,85.0,42
0.96737,937.83,6.0,45.0,85.0,42
0.96738,937.83,6.0,45.0,85.0,42
0.96739,938.1843118000036,6.0,45.0,85.0,42
0.9674,938.4144480000017,6.0,45.0,85.0,42
0.96741,938.43,6.0,45.0,85.0,42
0.96742,938.43,6.0,45.0,85.0,42
0.96743,938.7084721999994,6.0,45.0,85.0,42
0.96744,938.9975903999957,6.0,45.0,85.0,42
0.96745,939.0375120000006,6.0,45.0,85.0,42
0.96746,939.1,6.0,45.0,85.0,42
0.96747,939.2,6.0,45.0,85.0,42
0.96748,939.4964199999906,6.0,45.0,85.0,42
0.96749,940.24,6.0,45.0,85.0,42
0.9675,940.6449000000006,6.0,45.0,85.0,42
0.96751,940.7499110000012,6.0,45.0,85.0,42
0.96752,940.76,6.0,45.0,85.0,42
0.96753,940.79,6.0,45.0,85.0,42
0.96754,940.8852727999986,6.0,45.0,85.0,42
0.96755,940.9185109999996,6.0,45.0,85.0,42
0.96756,941.22,6.0,45.0,85.0,42
0.96757,941.9737754000001,6.0,45.0,85.0,42
0.96758,942.3331952000049,6.0,45.0,85.0,42
0.96759,942.9842388000002,6.0,45.0,85.0,42
0.9676,943.13,6.0,45.0,85.0,42
0.96761,943.13,6.0,45.0,85.0,42
0.96762,943.27,6.0,45.0,85.0,42
0.96763,943.27,6.0,45.0,85.0,42
0.96764,943.27,6.0,45.0,85.0,42
0.96765,943.44,6.0,45.0,85.4832999999926,42
0.96766,943.5473259999993,6.0,45.0,86.0,42
0.96767,943.8003895999991,6.0,45.0,86.0,42
0.96768,943.84,6.0,45.0,86.0,42
0.96769,943.84,6.0,45.0,86.0,42
0.9677,943.8999699999994,6.0,45.0,86.0,42
0.96771,944.0,6.0,45.0,86.0,42
0.96772,944.0553928000008,6.0,45.0,86.0,42
0.96773,944.2347965999998,6.0,45.0,86.0,42
0.96774,944.41,6.0,45.0,86.0,42
0.96775,944.4938600000017,6.0,45.0,86.0,42
0.96776,944.7249775999929,6.0,45.0,86.0,42
0.96777,945.0,6.0,45.0,86.0,42
0.96778,945.0905159999966,6.0,45.0,86.0,42
0.96779,945.1,6.0,45.0,86.0,42
0.9678,945.11,6.0,45.0,86.0,42
0.96781,945.11,6.0,45.0,86.0,42
0.96782,945.493215999999,6.0,45.0,86.0,42
0.96783,945.51,6.0,45.0,86.0,42
0.96784,945.8073952000067,6.0,45.0,86.0,42
0.96785,946.1,6.0,45.0,86.0,42
0.96786,946.27,6.0,45.0,86.0,42
0.96787,946.2882241999998,6.0,45.0,86.0,42
0.96788,946.31,6.0,45.0,86.0,42
0.96789,946.6,6.0,45.0,86.0,42
0.9679,946.78,6.0,45.0,86.0,42
0.96791,946.8886742000055,6.0,45.0,86.0,42
0.96792,947.04,6.0,45.0,86.0,42
0.96793,947.06,6.0,45.0,86.0,42
0.96794,947.1321692000013,6.0,45.0,86.0,42
0.96795,947.5659299999999,6.0,45.0,86.0,42
0.96796,948.0,6.0,45.0,86.0,42
0.96797,948.14,6.0,45.0,86.0,42
0.96798,948.14,6.0,45.0,86.0,42
0.96799,948.5496680000017,6.0,45.0,86.0,42
0.968,948.89,6.0,45.0,86.0,42
0.96801,948.9187766000006,6.0,45.0,86.0,42
0.96802,948.97,6.0,45.0,86.0,42
0.96803,949.0742829999988,6.0,45.0,86.0,42
0.96804,949.4444847999996,6.0,45.0,86.0,42
0.96805,949.64,6.0,45.0,86.0,42
0.96806,949.6510127999994,6.0,45.0,86.0,42
0.96807,949.83,6.0,45.0,86.0,42
0.96808,949.83,6.0,45.0,86.0,42
0.96809,950.05,6.0,45.0,86.0,42
0.9681,950.05,6.0,45.0,86.0,42
0.96811,950.09,6.0,45.0,86.0,42
0.96812,950.39,6.0,45.0,86.0,42
0.96813,950.76,6.0,45.0,86.0,42
0.96814,950.83,6.0,45.0,86.0,42
0.96815,950.98,6.0,45.0,86.0,42
0.96816,951.01,6.0,45.0,86.0,42
0.96817,951.2646368000005,6.0,45.0,86.0,42
0.96818,951.53,6.0,45.0,86.0,42
0.96819,951.8367591999948,6.0,45.0,86.0,42
0.9682,952.38,6.0,45.0,86.0,42
0.96821,952.38,6.0,45.0,86.0,42
0.96822,952.41,6.0,45.0,86.0,42
0.96823,952.6050156000052,6.0,45.0,86.0,42
0.96824,952.9305311999993,6.0,45.0,86.0,42
0.96825,952.9955300000001,6.0,45.0,86.0,42
0.96826,953.21,6.0,45.0,86.0,42
0.96827,953.3102939999994,6.0,45.0,86.0,42
0.96828,953.81,6.0,45.0,86.0,42
0.96829,953.92,6.0,45.0,86.0,42
0.9683,953.9674079999979,6.0,45.0,86.0,42
0.96831,954.0,6.0,45.85581999999704,86.0,42
0.96832,954.0666655999986,6.0,46.0,86.0,42
0.96833,954.3764520000026,6.0,46.0,86.0,42
0.96834,954.5710028000008,6.0,46.0,86.0,42
0.96835,954.828088,6.0,46.0,86.0,42
0.96836,954.85,6.0,46.0,86.0,42
0.96837,954.9152709999937,6.0,46.0,86.0,42
0.96838,955.0239672000007,6.0,46.0,87.0,42
0.96839,955.03,6.0,46.0,87.0,42
0.9684,955.0569759999995,6.0,46.0,87.0,42
0.96841,955.3441613999993,6.0,46.0,87.0,42
0.96842,955.3875123999998,6.0,46.0,87.0,42
0.96843,955.39,6.0,46.0,87.0,42
0.96844,955.4,6.0,46.0,87.0,42
0.96845,955.8611350000032,6.0,46.0,87.0,42
0.96846,956.2423707999988,6.0,46.0,87.0,42
0.96847,956.2653872000006,6.0,46.0,87.0,42
0.96848,956.3466112000001,6.0,46.0,87.0,42
0.96849,956.36,6.0,46.0,87.0,42
0.9685,956.44,6.0,46.0,87.0,42
0.96851,956.59,6.0,46.0,87.0,42
0.96852,956.6168408000003,6.0,46.0,87.0,42
0.96853,957.4428653999942,6.0,46.0,87.0,42
0.96854,957.56,6.0,46.0,87.0,42
0.96855,957.7565500000072,6.0,46.0,87.0,42
0.96856,958.21,6.0,46.0,87.0,42
0.96857,958.3638988000002,6.0,46.0,87.0,42
0.96858,958.5362759999995,6.0,46.0,87.0,42
0.96859,958.5603381999989,6.0,46.0,87.0,42
0.9686,958.63,6.0,46.0,87.0,42
0.96861,958.7754355999956,6.0,46.0,87.0,42
0.96862,958.87,6.0,46.0,87.0,42
0.96863,958.9062517999988,6.0,46.0,87.0,42
0.96864,959.04,6.0,46.0,87.0,42
0.96865,959.04,6.0,46.0,87.0,42
0.96866,959.0991856000003,6.0,46.0,87.0,42
0.96867,959.36,6.0,46.0,87.0,42
0.96868,959.4437983999995,6.0,46.0,87.0,42
0.96869,959.6745450000026,6.0,46.0,87.0,42
0.9687,960.0,6.0,46.0,87.0,42
0.96871,960.0461543999996,6.0,46.0,87.0,42
0.96872,960.3337872000066,6.0,46.0,87.0,42
0.96873,960.71,6.0,46.0,87.0,42
0.96874,960.807884800001,6.0,46.0,87.0,42
0.96875,960.9925000000001,6.0,46.0,87.0,42
0.96876,961.0670071999999,6.0,46.0,87.0,42
0.96877,961.0989181999996,6.0,46.0,87.0,42
0.96878,961.1,6.0,46.0,87.0,42
0.96879,961.3551900000015,6.0,46.0,87.0,42
0.9688,961.7830399999995,6.0,46.0,87.0,42
0.96881,961.9440367999977,6.0,46.0,87.0,42
0.96882,962.2108044000013,6.0,46.0,87.0,42
0.96883,962.2954326,6.0,46.0,87.0,42
0.96884,962.3,6.0,46.0,87.0,42
0.96885,962.3490610000028,6.0,46.0,87.0,42
0.96886,962.51,6.0,46.0,87.0,42
0.96887,962.6948034000027,6.0,46.0,87.0,42
0.96888,963.2926480000012,6.0,46.0,87.0,42
0.96889,963.6710322000022,6.0,46.0,87.0,42
0.9689,964.1318819999968,6.0,46.0,87.0,42
0.96891,964.31,6.0,46.0,87.0,42
0.96892,964.36,6.0,46.0,87.0,42
0.96893,964.4852638,6.0,46.0,87.0,42
0.96894,964.51,6.0,46.0,87.0,42
0.96895,964.51,6.0,46.0,87.0,42
0.96896,964.75,6.0,46.0,87.0,42
0.96897,965.1659838000021,6.0,46.0,87.0,42
0.96898,965.3530587999988,6.0,46.0,87.0,42
0.96899,965.49,6.0,46.0,87.0,42
0.969,965.6101799999998,6.0,46.0,87.0,42
0.96901,965.6509342000037,6.0,46.0,87.0,42
0.96902,965.8116659999997,6.0,46.0,87.0,42
0.96903,966.0,6.0,46.0,87.0,42
0.96904,966.0,6.0,46.0,87.0,42
0.96905,966.3002299999935,6.0,46.0,87.0,42
0.96906,966.5,6.0,46.0,87.0,42
0.96907,966.5,6.0,46.0,87.0,42
0.96908,966.57,6.0,46.0,87.0,42
0.96909,966.57,6.0,46.0,87.0,42
0.9691,966.6025100000002,6.0,46.0,87.0,42
0.96911,966.7022077999998,6.0,46.0,87.0,42
