Quantil,Halstead Volume,Cyclomatic Complexity (CC),Lines Of Code (LOC),Microsoft Maintainability Index (MI),Maintainability Index (MI) - calculated
0.97677,1115.22,7.0,52.0,87.0,40
0.97678,1115.49,7.0,52.0,87.0,40
0.97679,1115.55,7.0,52.0,87.0,40
0.9768,1115.6225120000058,7.0,52.0,87.0,40
0.97681,1115.8059282,7.0,52.0,87.0,40
0.97682,1115.81,7.0,52.0,87.0,40
0.97683,1116.16,7.0,52.0,87.0,40
0.97684,1116.4576495999995,7.0,52.0,87.0,40
0.97685,1116.6572529999983,7.0,52.0,87.0,40
0.97686,1116.9236055999977,7.0,52.0,87.0,40
0.97687,1116.99,7.0,52.0,87.0,40
0.97688,1117.3074144,7.0,52.0,87.0,40
0.97689,1117.4278011999995,7.0,52.0,87.0,40
0.9769,1117.47,7.0,52.0,87.0,40
0.97691,1117.6225019999954,7.0,52.0,87.0,40
0.97692,1117.8344120000017,7.0,52.0,87.0,40
0.97693,1118.2000584,7.0,52.0,87.0,40
0.97694,1118.8745507999977,7.0,52.0,87.0,40
0.97695,1119.199452999999,7.0,52.0,87.0,40
0.97696,1119.39,7.0,52.0,87.0,40
0.97697,1119.39,7.0,52.0,87.0,40
0.97698,1119.7421607999993,7.0,52.0,87.0,40
0.97699,1120.0588510000084,7.0,52.0,87.0,40
0.977,1120.36,7.0,52.0,87.0,40
0.97701,1120.9686262000037,7.0,52.0,87.0,40
0.97702,1121.19,7.0,52.0,87.0,40
0.97703,1121.6153463999985,7.0,52.0,87.0,40
0.97704,1121.718219200004,7.0,52.0,87.0,40
0.97705,1121.75,7.0,52.0,87.0,40
0.97706,1122.0017332,7.0,52.0,87.0,40
0.97707,1122.1042117999941,7.0,52.0,87.0,40
0.97708,1122.23,7.0,52.0,87.0,40
0.97709,1122.307038400001,7.0,52.0,87.0,40
0.9771,1123.1573880000035,7.0,52.0,87.0,40
0.97711,1123.8180955999997,7.0,52.0,87.0,40
0.97712,1123.9625791999997,7.0,52.0,87.0,40
0.97713,1124.3342822000038,7.0,52.0,87.0,40
0.97714,1124.6579080000008,7.0,52.0,87.0,40
0.97715,1125.0271150000015,7.0,52.0,87.0,40
0.97716,1125.09,7.0,52.0,87.0,40
0.97717,1125.29,7.0,52.0,87.0,40
0.97718,1125.3065980000006,7.0,52.0,87.0,40
0.97719,1126.0221201999902,7.0,52.0,87.0,40
0.9772,1126.18,7.0,52.0,87.0,40
0.97721,1126.5597295999992,7.0,53.0,87.0,40
0.97722,1127.0439651999916,7.0,53.0,87.0,40
0.97723,1127.523689600001,7.0,53.0,87.0,40
0.97724,1127.79,7.0,53.0,87.0,40
0.97725,1128.0,7.0,53.0,87.0,40
0.97726,1128.1075440000031,7.0,53.0,87.0,40
0.97727,1128.29,7.0,53.0,87.0,40
0.97728,1128.29,7.0,53.0,87.0,40
0.97729,1128.3845476000001,7.0,53.0,87.0,40
0.9773,1128.49,7.0,53.0,87.0,40
0.97731,1128.5427673999989,7.0,53.0,87.0,40
0.97732,1128.8149416000017,7.0,53.0,87.0,40
0.97733,1129.8136961999999,7.0,53.0,87.0,40
0.97734,1130.2086959999986,7.0,53.0,87.0,40
0.97735,1130.815875999996,7.0,53.0,87.0,40
0.97736,1131.0241952000006,7.0,53.0,87.0,40
0.97737,1131.3233198,7.0,53.0,87.0,40
0.97738,1131.44,7.0,53.0,87.0,40
0.97739,1131.55,7.0,53.0,87.0,40
0.9774,1131.58,7.0,53.0,87.0,40
0.97741,1131.64,7.0,53.0,87.0,40
0.97742,1131.8088023999999,7.0,53.0,87.0,40
0.97743,1131.91,7.0,53.0,87.0,40
0.97744,1132.2858111999988,7.0,53.0,87.0,40
0.97745,1132.5792260000028,7.0,53.0,87.0,40
0.97746,1133.15,7.0,53.0,87.0,40
0.97747,1133.15,7.0,53.0,87.0,40
0.97748,1133.2459952000074,7.0,53.0,87.0,40
0.97749,1133.679506799999,7.0,53.0,87.0,40
0.9775,1133.7402000000002,7.0,53.0,87.0,40
0.97751,1134.12,7.0,53.0,87.0,40
0.97752,1134.1412575999998,7.0,53.0,87.0,40
0.97753,1134.328126200001,7.0,53.0,87.0,40
0.97754,1134.3842363999995,7.0,53.0,87.0,40
0.97755,1134.462133000001,7.0,53.0,87.0,40
0.97756,1134.83,7.0,53.0,87.0,40
0.97757,1135.1573112000049,7.0,53.0,87.0,40
0.97758,1135.3388608000007,7.0,53.0,87.0,40
0.97759,1135.7283522000016,7.0,53.0,87.0,40
0.9776,1136.337744,7.0,53.0,87.0,40
0.97761,1136.418537799999,7.0,53.0,87.0,40
0.97762,1137.12,7.0,53.0,87.0,40
0.97763,1137.45,7.0,53.0,87.0,40
0.97764,1137.6776032,7.0,53.0,87.0,40
0.97765,1137.8292309999995,7.0,53.0,87.0,40
0.97766,1137.95,7.0,53.0,87.0,40
0.97767,1138.0,7.0,53.0,87.0,40
0.97768,1138.1133808000006,7.0,53.0,87.0,40
0.97769,1138.5802809999986,7.0,53.0,87.0,40
0.9777,1138.86,7.0,53.0,87.0,40
0.97771,1139.0826147999912,7.0,53.0,87.0,40
0.97772,1139.4972920000002,7.0,53.0,87.0,40
0.97773,1139.8031709999998,7.0,53.0,87.0,40
0.97774,1140.0579508000023,7.0,53.0,87.0,40
0.97775,1140.4536800000026,7.0,53.0,87.0,40
0.97776,1140.9358591999978,7.0,53.0,87.0,40
0.97777,1141.1686194000001,7.0,53.0,87.0,40
0.97778,1141.2562835999931,7.0,53.0,87.0,40
0.97779,1141.44,7.0,53.0,87.0,40
0.9778,1141.6460640000005,7.0,53.0,87.0,40
0.97781,1142.236336599985,7.0,53.0,87.0,40
0.97782,1142.31,7.0,53.0,87.0,40
0.97783,1142.54,7.0,53.0,87.0,40
0.97784,1143.21,7.0,53.0,87.0,40
0.97785,1143.3661240000008,7.0,53.0,87.0,40
0.97786,1143.8569276,7.0,53.0,87.0,40
0.97787,1144.0783591999987,7.0,53.0,87.0,40
0.97788,1144.25,7.0,53.0,87.0,40
0.97789,1144.44,7.0,53.0,87.0,40
0.9779,1145.034055999997,7.0,53.0,87.0,40
0.97791,1145.371629199999,7.0,53.0,87.0,40
0.97792,1145.79,7.0,53.0,87.0,40
0.97793,1145.9307345999998,7.0,53.0,87.0,40
0.97794,1146.0,7.0,53.0,87.0,40
0.97795,1146.3659690000004,7.0,53.0,87.0,40
0.97796,1146.82,7.0,53.0,87.0,40
0.97797,1147.12,7.0,53.0,87.0,40
0.97798,1147.12,7.0,53.0,87.0,40
0.97799,1147.28,7.0,53.0,87.0,40
0.978,1147.51,7.0,53.0,87.0,40
0.97801,1147.6543376000018,7.0,53.0,87.0,40
0.97802,1148.16,7.0,53.0,87.0,40
0.97803,1148.3152451999952,7.0,53.0,87.0,40
0.97804,1148.4,7.0,53.0,87.0,40
0.97805,1148.43,7.0,53.0,87.0,40
0.97806,1148.903549199996,7.0,53.0,87.0,40
0.97807,1149.5089284000044,7.0,53.0,87.0,40
0.97808,1149.8630463999964,7.0,53.0,87.0,40
0.97809,1150.0655453999993,7.0,53.0,87.0,40
0.9781,1150.5119279999997,7.0,54.0,87.0,39
0.97811,1150.98,7.0,54.0,87.0,39
0.97812,1151.02,7.0,54.0,87.0,39
0.97813,1151.3235144,7.0,54.0,87.0,39
0.97814,1151.4960108000002,7.0,54.0,87.0,39
0.97815,1152.2852189999955,7.0,54.0,87.0,39
0.97816,1152.616108800004,7.0,54.0,87.0,39
0.97817,1153.09,7.0,54.0,87.0,39
0.97818,1153.1096188000006,7.0,54.0,87.0,39
0.97819,1153.772546199999,7.0,54.0,87.0,39
0.9782,1154.4854119999995,7.0,54.0,87.0,39
0.97821,1154.6608308000018,7.0,54.0,87.0,39
0.97822,1154.96,7.0,54.0,87.0,39
0.97823,1154.9988024000008,7.0,54.0,87.0,39
0.97824,1155.1659871999966,7.0,54.0,87.0,39
0.97825,1155.4946149999946,7.0,54.0,87.0,39
0.97826,1155.8195412000064,7.0,54.0,87.0,39
0.97827,1156.24,7.0,54.0,87.0,39
0.97828,1156.29,7.0,54.0,87.0,39
0.97829,1156.29,7.0,54.0,87.0,39
0.9783,1156.49,7.0,54.0,87.0,39
0.97831,1156.51,7.0,54.0,87.0,39
0.97832,1156.62,7.0,54.0,87.0,39
0.97833,1156.91,7.0,54.0,87.0,39
0.97834,1157.0659644000002,7.0,54.0,87.0,39
0.97835,1157.5,7.0,54.0,87.0,39
0.97836,1157.75,7.0,54.0,87.0,39
0.97837,1157.9137849999897,7.0,54.0,87.0,39
0.97838,1158.5461212000018,7.0,54.0,87.0,39
0.97839,1158.6490528000006,7.0,54.0,87.0,39
0.9784,1159.0434079999995,7.0,54.0,87.0,39
0.97841,1159.3570801999995,7.0,54.0,87.0,39
0.97842,1159.73,7.0,54.0,87.0,39
0.97843,1159.88,7.0,54.0,87.0,39
0.97844,1159.924884,7.0,54.0,87.0,39
0.97845,1160.1326160000056,7.0,54.0,87.0,39
0.97846,1160.2003715999947,7.0,54.0,87.0,39
0.97847,1160.6573541999974,7.0,54.0,87.0,39
0.97848,1160.9261792000011,7.0,54.0,87.0,39
0.97849,1161.1676536000032,7.0,54.0,87.0,39
0.9785,1162.0692500000048,7.0,54.0,87.0,39
0.97851,1162.3,7.0,54.0,87.0,39
0.97852,1162.4622407999984,7.0,54.0,87.0,39
0.97853,1162.6993327999976,7.0,54.0,87.0,39
0.97854,1162.8,7.0,54.0,87.0,39
0.97855,1162.8,7.0,54.0,87.0,39
0.97856,1162.8328160000003,7.0,54.0,87.0,39
0.97857,1162.9243677999982,7.0,54.0,87.0,39
0.97858,1163.195689999999,7.0,54.0,87.0,39
0.97859,1163.66,7.0,54.0,87.0,39
0.9786,1163.69,7.0,54.0,87.0,39
0.97861,1164.0,7.0,54.0,87.0,39
0.97862,1164.27,7.0,54.0,87.0,39
0.97863,1164.624851799999,7.0,54.0,87.0,39
0.97864,1164.69,7.0,54.0,87.0,39
0.97865,1164.76,7.0,54.0,87.0,39
0.97866,1164.7686556,7.0,54.0,87.0,39
0.97867,1165.1651831999968,7.0,54.0,87.0,39
0.97868,1165.551495999999,7.0,54.0,87.0,39
0.97869,1166.12,7.0,54.0,87.0,39
0.9787,1166.1802420000001,7.0,54.0,87.0,39
0.97871,1166.5023233999998,7.0,54.0,87.0,39
0.97872,1166.5786784000002,7.0,54.0,87.0,39
0.97873,1166.6604848000013,7.0,54.0,87.0,39
0.97874,1167.0540552000027,7.0,54.0,87.0,39
0.97875,1167.26,7.0,54.0,87.0,39
0.97876,1167.5641439999931,7.0,54.0,87.0,39
0.97877,1167.9238094000086,7.0,54.0,87.0,39
0.97878,1168.3778864000003,7.0,54.0,87.0,39
0.97879,1168.4997266000003,7.0,54.0,87.0,39
0.9788,1168.5884159999998,7.0,54.0,87.0,39
0.97881,1168.819715399991,7.0,54.0,87.0,39
0.97882,1170.0,7.0,54.0,87.0,39
0.97883,1170.5268952000038,7.0,54.0,87.0,39
0.97884,1171.0005296,7.0,54.0,87.0,39
0.97885,1171.02,7.0,54.0,87.0,39
0.97886,1172.11,7.0,54.0,87.0,39
0.97887,1172.5979368000012,7.0,54.0,87.0,39
0.97888,1172.9247615999984,7.0,54.0,87.0,39
0.97889,1172.98,7.0,54.0,87.0,39
0.9789,1173.426637999999,7.0,54.0,87.0,39
0.97891,1173.59,7.0,54.0,87.0,39
0.97892,1173.6953768000035,7.0,54.0,87.0,39
0.97893,1174.19,7.0,54.0,87.0,39
0.97894,1174.2729339999996,7.0,54.0,87.0,39
0.97895,1174.589065999998,7.0,54.0,87.0,39
0.97896,1174.6018512,7.0,54.0,87.0,39
0.97897,1174.7310518000006,7.0,54.0,87.0,39
0.97898,1174.9867339999994,7.0,54.0,87.0,39
0.97899,1175.3321818000056,7.0,54.0,87.0,39
0.979,1175.47,7.0,54.0,87.0,39
0.97901,1175.9401464000043,7.0,54.0,87.0,39
0.97902,1176.0558663999998,7.0,54.0,87.0,39
0.97903,1176.82,7.0,54.027659999992466,87.0,39
0.97904,1176.82,7.0,55.0,87.0,39
0.97905,1177.3608200000017,7.0,55.0,87.0,39
0.97906,1177.57,7.0,55.0,87.0,39
0.97907,1178.16,7.0,55.0,87.0,39
0.97908,1178.3053144000035,7.0,55.0,87.0,39
0.97909,1178.5328376000014,7.0,55.0,87.0,39
0.9791,1178.66,7.0,55.0,87.0,39
0.97911,1178.680013,7.0,55.0,87.0,39
0.97912,1178.8417312000017,7.0,55.0,87.0,39
0.97913,1178.9163943999995,7.0,55.0,87.0,39
0.97914,1178.95,7.0,55.0,87.0,39
0.97915,1179.33,7.0,55.0,87.0,39
0.97916,1179.4764183999991,7.0,55.0,87.0,39
0.97917,1179.7856369999993,7.0,55.0,87.0,39
0.97918,1179.8,7.0,55.0,87.0,39
0.97919,1180.4063098000006,7.0,55.0,87.0,39
0.9792,1180.75,7.0,55.0,87.0,39
0.97921,1180.9442182000023,7.0,55.0,87.0,39
0.97922,1181.3843259999978,7.0,55.0,87.0,39
0.97923,1181.53,7.0,55.0,87.0,39
0.97924,1181.66,7.0,55.0,87.0,39
0.97925,1182.170959999999,7.0,55.0,87.0,39
0.97926,1182.2,7.0,55.0,87.0,39
0.97927,1182.2,7.0,55.0,87.0,39
0.97928,1182.2364895999985,7.0,55.0,87.0,39
0.97929,1182.4081345999996,7.0,55.0,87.0,39
0.9793,1182.5540379999998,7.0,55.0,87.0,39
0.97931,1182.9138692000008,7.0,55.0,87.0,39
0.97932,1183.48,7.0,55.0,87.0,39
0.97933,1183.48,7.0,55.0,87.0,39
0.97934,1183.91,7.0,55.0,87.0,39
0.97935,1184.2002800000064,7.0,55.0,87.0,39
0.97936,1184.7,7.0,55.0,87.0,39
0.97937,1184.7,7.0,55.0,87.0,39
0.97938,1184.9428791999992,7.0,55.0,87.0,39
0.97939,1185.4368257999947,7.0,55.0,87.0,39
0.9794,1186.01,7.0,55.0,87.0,39
0.97941,1186.41,7.0,55.0,87.0,39
0.97942,1186.5536875999996,7.0,55.0,87.0,39
0.97943,1187.5496847999934,7.0,55.0,87.0,39
0.97944,1187.989180799999,7.0,55.0,87.0,39
0.97945,1188.3032640000013,7.0,55.0,87.0,39
0.97946,1188.52,7.346120000001974,55.0,87.0,39
0.97947,1188.6253075999953,8.0,55.0,87.0,39
0.97948,1188.86,8.0,55.0,87.0,39
0.97949,1188.8803669999972,8.0,55.0,87.0,39
0.9795,1189.08,8.0,55.0,87.0,39
0.97951,1189.3752881999906,8.0,55.0,87.0,39
0.97952,1189.48,8.0,55.0,87.0,39
0.97953,1190.0,8.0,55.0,87.0,39
0.97954,1190.3017143999919,8.0,55.0,87.0,39
0.97955,1190.6786040000002,8.0,55.0,87.0,39
0.97956,1190.7989159999997,8.0,55.0,87.0,39
0.97957,1190.85,8.0,55.0,87.0,39
0.97958,1191.16,8.0,55.0,87.0,39
0.97959,1191.26,8.0,55.0,87.0,39
0.9796,1191.41,8.0,55.0,87.0,39
0.97961,1191.5800513999984,8.0,55.0,87.0,39
0.97962,1191.847104400003,8.0,55.0,87.0,39
0.97963,1192.13,8.0,55.0,87.0,39
0.97964,1193.1975672,8.0,55.0,87.0,39
0.97965,1193.5097579999972,8.0,55.0,87.0,39
0.97966,1193.9844207999995,8.0,55.0,87.0,39
0.97967,1194.18,8.0,55.0,87.0,39
0.97968,1194.8660224000005,8.0,55.0,87.0,39
0.97969,1195.29,8.0,55.0,87.0,39
0.9797,1195.3364379999991,8.0,55.0,87.0,39
0.97971,1195.46,8.0,55.0,87.0,39
0.97972,1196.0382088000038,8.0,55.0,87.0,39
0.97973,1196.8396731999999,8.0,55.0,87.0,39
0.97974,1197.1848840000066,8.0,55.0,87.0,39
0.97975,1198.0040549999962,8.0,55.0,87.0,39
0.97976,1198.0633983999955,8.0,55.0,87.0,39
0.97977,1198.42,8.0,55.0,87.0,39
0.97978,1198.4430748,8.0,55.0,87.0,39
0.97979,1198.56,8.0,55.0,87.0,39
0.9798,1198.7196240000064,8.0,55.0,87.0,39
0.97981,1199.1,8.0,55.0,87.0,39
0.97982,1199.23,8.0,55.0,87.0,39
0.97983,1199.383410400001,8.0,55.0,87.0,39
0.97984,1199.4827264000028,8.0,55.0,87.0,39
0.97985,1199.7162230000015,8.0,55.0,87.0,39
0.97986,1200.0,8.0,55.0,87.0,39
0.97987,1200.158079399976,8.0,55.0,87.0,39
0.97988,1200.8181631999987,8.0,55.0,87.0,39
0.97989,1201.09,8.0,55.0,87.0,39
0.9799,1201.17,8.0,55.0,87.0,39
0.97991,1201.34,8.0,55.0,87.0,39
0.97992,1201.4390847999998,8.0,55.0,87.0,39
0.97993,1201.7091427999974,8.0,55.0,87.0,39
0.97994,1202.1596136000003,8.0,55.0,87.0,39
0.97995,1202.16,8.0,55.0,87.0,39
0.97996,1202.6319936000066,8.0,55.0,87.0,39
0.97997,1202.86,8.0,55.0,87.0,39
0.97998,1203.215705199992,8.0,55.03355999995256,87.0,39
0.97999,1203.94,8.0,56.0,87.0,39
0.98,1204.47,8.0,56.0,87.0,39
0.98001,1204.4864644000004,8.0,56.0,87.0,39
0.98002,1204.6516100000035,8.0,56.0,87.0,39
0.98003,1204.88,8.0,56.0,87.0,39
0.98004,1204.97,8.0,56.0,87.0,39
0.98005,1205.280351999998,8.0,56.0,87.0,39
0.98006,1205.35,8.0,56.0,87.0,39
0.98007,1205.5029652000037,8.0,56.0,87.0,39
0.98008,1205.9099184000004,8.0,56.0,87.0,39
0.98009,1206.325142999999,8.0,56.0,87.0,39
0.9801,1206.7938159999892,8.0,56.0,87.0,39
0.98011,1207.2957344000135,8.0,56.0,87.0,39
0.98012,1207.47,8.0,56.0,87.0,39
0.98013,1207.7845579999998,8.0,56.0,87.0,39
0.98014,1208.5145079999993,8.0,56.0,87.0,39
0.98015,1209.1015569999895,8.0,56.0,87.0,39
0.98016,1209.822019200002,8.0,56.0,87.0,39
0.98017,1210.5107694000008,8.0,56.0,87.0,39
0.98018,1211.014286000009,8.0,56.0,87.0,39
0.98019,1211.3217297999988,8.0,56.0,87.0,39
0.9802,1211.4429759999994,8.0,56.0,87.0,39
0.98021,1211.5280384000018,8.0,56.0,87.0,39
0.98022,1211.8796427999948,8.0,56.0,87.0,39
0.98023,1211.9961406000002,8.0,56.0,87.0,39
0.98024,1212.5263679999916,8.0,56.0,87.0,39
0.98025,1213.2114049999998,8.0,56.0,87.0,39
0.98026,1213.24,8.0,56.0,87.0,39
0.98027,1213.6,8.0,56.0,87.0,39
0.98028,1213.8790480000055,8.0,56.0,87.0,39
0.98029,1214.1093380000011,8.0,56.0,87.0,39
0.9803,1214.3036980000002,8.0,56.0,87.0,39
0.98031,1214.5095675999996,8.0,56.0,87.0,39
0.98032,1214.62,8.0,56.0,87.0,39
0.98033,1215.4347756000009,8.0,56.0,87.0,39
0.98034,1215.7018959999957,8.0,56.0,87.0,39
0.98035,1216.52,8.0,56.0,87.0,39
0.98036,1216.9117959999999,8.0,56.0,87.0,39
0.98037,1217.05,8.0,56.0,87.0,39
0.98038,1217.3849663999956,8.0,56.0,87.0,39
0.98039,1217.6108138000006,8.0,56.0,87.0,39
0.9804,1217.655328,8.0,56.0,87.0,39
0.98041,1218.2569745999936,8.0,56.0,87.0,39
0.98042,1219.07,8.0,56.0,87.0,39
0.98043,1219.07,8.0,56.0,87.0,39
0.98044,1219.6125040000002,8.0,56.0,87.0,39
0.98045,1220.13,8.0,56.0,87.0,39
0.98046,1220.450697600008,8.0,56.0,87.0,39
0.98047,1220.6472535999994,8.0,56.0,87.0,39
0.98048,1220.7575104000002,8.0,56.0,87.0,39
0.98049,1220.85,8.0,56.0,87.0,39
0.9805,1220.9076799999993,8.0,56.0,87.0,39
0.98051,1221.5128989999928,8.0,56.0,87.0,39
0.98052,1221.7,8.0,56.0,87.0,39
0.98053,1221.8627716,8.0,56.0,87.0,39
0.98054,1222.4156339999963,8.0,56.0,87.0,39
0.98055,1222.547049000003,8.0,56.0,87.0,39
0.98056,1222.889169600005,8.0,56.0,87.0,39
0.98057,1223.5856354,8.0,56.0,87.0,39
0.98058,1223.7636196000053,8.0,56.0,87.0,39
0.98059,1223.9180981999991,8.0,56.0,87.0,39
0.9806,1224.062980000002,8.0,56.0,87.0,39
0.98061,1224.2662988000009,8.0,56.0,87.0,39
0.98062,1224.7855568000034,8.0,56.0,87.0,39
0.98063,1224.971429799997,8.0,56.0,87.0,39
0.98064,1225.3440607999999,8.0,56.0,87.0,39
0.98065,1225.6301580000006,8.0,56.0,87.0,39
0.98066,1225.7619024000003,8.0,56.0,87.0,39
0.98067,1226.1093609999994,8.0,56.0,87.0,39
0.98068,1226.4896647999985,8.0,56.0,87.0,39
0.98069,1227.01,8.0,56.0,87.0,39
0.9807,1227.0789780000023,8.0,56.0,87.0,39
0.98071,1227.1396687999995,8.0,56.0,87.0,39
0.98072,1227.3711840000021,8.0,56.0,87.0,39
0.98073,1227.7840095999977,8.0,56.0,87.0,39
0.98074,1228.5910067999828,8.0,56.0,87.0,39
0.98075,1229.44206,8.0,56.0,87.0,39
0.98076,1229.47,8.0,56.0,87.0,39
0.98077,1229.9465588000005,8.0,56.0,87.0,39
0.98078,1230.196408800002,8.0,56.0,87.0,39
0.98079,1230.3670876,8.0,56.0,87.0,39
0.9808,1230.6023359999992,8.0,56.0,87.0,39
0.98081,1230.84,8.0,56.0,87.0,39
0.98082,1231.3943212000006,8.0,56.0,87.0,39
0.98083,1231.6058876000018,8.0,56.0,87.0,39
0.98084,1231.8872768,8.0,56.0,87.0,39
0.98085,1232.7276229999723,8.0,56.0,87.0,39
0.98086,1233.3218151999993,8.0,56.0,87.0,39
0.98087,1233.59,8.0,56.0,87.0,39
0.98088,1233.8978688000004,8.0,56.0,87.0,39
0.98089,1233.9890606,8.0,57.0,87.0,38
0.9809,1234.5449959999999,8.0,57.0,87.0,38
0.98091,1234.56,8.0,57.0,87.0,38
0.98092,1234.5832872,8.0,57.0,87.0,38
0.98093,1235.3671028000051,8.0,57.0,87.0,38
0.98094,1235.54,8.0,57.0,87.0,38
0.98095,1235.54,8.0,57.0,87.0,38
0.98096,1235.54,8.0,57.0,87.0,38
0.98097,1235.7980167999863,8.0,57.0,87.0,38
0.98098,1236.5191115999996,8.0,57.0,87.0,38
0.98099,1236.76,8.0,57.0,87.0,38
0.981,1236.9452199999964,8.0,57.0,87.0,38
0.98101,1237.055808799999,8.0,57.0,87.0,38
0.98102,1237.2585907999999,8.0,57.0,87.0,38
0.98103,1237.48,8.0,57.0,87.0,38
0.98104,1237.9693488000003,8.0,57.0,87.0,38
0.98105,1238.51,8.0,57.0,87.0,38
0.98106,1238.7821788000012,8.0,57.0,87.0,38
0.98107,1239.1,8.0,57.0,87.0,38
0.98108,1239.52,8.0,57.0,87.0,38
0.98109,1240.0500784000033,8.0,57.0,87.0,38
0.9811,1240.1911360000004,8.0,57.0,87.0,38
0.98111,1240.4455484,8.0,57.0,87.0,38
0.98112,1240.61,8.0,57.0,87.0,38
0.98113,1240.9260143999848,8.0,57.0,87.0,38
0.98114,1241.7,8.0,57.0,87.0,38
0.98115,1241.84,8.0,57.0,87.0,38
0.98116,1242.25,8.0,57.0,87.0,38
0.98117,1242.26,8.0,57.0,87.0,38
0.98118,1242.5339920000022,8.0,57.0,87.0,38
0.98119,1242.9588318,8.0,57.0,87.0,38
0.9812,1243.0702479999977,8.0,57.0,87.0,38
0.98121,1243.13,8.0,57.0,87.0,38
0.98122,1243.224197599998,8.0,57.0,87.0,38
0.98123,1243.34,8.0,57.0,87.0,38
0.98124,1243.4877552000003,8.0,57.0,87.0,38
0.98125,1244.234625,8.0,57.0,87.0,38
0.98126,1244.4880576000014,8.0,57.0,87.0,38
0.98127,1244.9972349999953,8.0,57.0,87.0,38
0.98128,1245.45,8.0,57.0,87.0,38
0.98129,1245.76,8.0,57.0,87.0,38
0.9813,1246.2668639999977,8.0,57.0,87.0,38
0.98131,1246.44,8.0,57.0,87.0,38
0.98132,1246.539655199997,8.0,57.0,87.0,38
0.98133,1246.6413652000008,8.0,57.0,87.0,38
0.98134,1247.0242771999974,8.0,57.0,87.0,38
0.98135,1247.0928409999995,8.0,57.0,87.0,38
0.98136,1247.5575936000055,8.0,57.0,87.0,38
0.98137,1248.0772684,8.0,57.0,87.0,38
0.98138,1248.1,8.0,57.0,87.0,38
0.98139,1248.95,8.0,57.0,87.0,38
0.9814,1249.3568080000032,8.0,57.0,87.0,38
0.98141,1249.8267402,8.0,57.0,87.0,38
0.98142,1249.93,8.0,57.0,87.0,38
0.98143,1250.2440781999987,8.0,57.0,87.0,38
0.98144,1250.7195519999937,8.0,57.0,87.0,38
0.98145,1251.665011000045,8.0,57.0,87.0,38
0.98146,1252.4382216000004,8.0,57.0,87.0,38
0.98147,1252.9001336,8.0,57.0,87.0,38
0.98148,1252.94,8.0,57.0,87.0,38
0.98149,1252.986786799999,8.0,57.0,87.0,38
0.9815,1253.1303200000011,8.0,57.0,87.0,38
0.98151,1253.5128707999997,8.0,57.0,87.0,38
0.98152,1253.8320816000082,8.0,57.0,87.0,38
0.98153,1254.2614714000042,8.0,57.0,87.0,38
0.98154,1254.5609587999998,8.0,57.0,87.0,38
0.98155,1255.0195500000007,8.0,57.0,87.0,38
0.98156,1255.88,8.0,57.0,87.0,38
0.98157,1256.24,8.0,57.0,87.0,38
0.98158,1256.53,8.0,57.0,87.0,38
0.98159,1257.08,8.0,57.0,87.0,38
0.9816,1257.23,8.0,57.0,87.0,38
0.98161,1258.29041459999,8.0,57.93841999999131,87.0,38
0.98162,1258.66,8.0,58.0,87.0,38
0.98163,1258.67,8.0,58.0,87.0,38
0.98164,1259.3455272000026,8.0,58.0,87.0,38
0.98165,1259.37,8.0,58.0,87.0,38
0.98166,1259.520361599999,8.0,58.0,87.0,38
0.98167,1259.7131932000018,8.0,58.0,87.0,38
0.98168,1259.9,8.0,58.0,87.0,38
0.98169,1260.1,8.0,58.0,87.0,38
0.9817,1260.2368879999988,8.0,58.0,87.0,38
0.98171,1260.442711599997,8.0,58.0,87.0,38
0.98172,1260.6800607999974,8.0,58.0,87.0,38
0.98173,1261.21,8.0,58.0,87.0,38
0.98174,1261.3396307999992,8.0,58.0,87.0,38
0.98175,1261.9432850000048,8.0,58.0,87.0,38
0.98176,1262.1864063999976,8.0,58.0,87.0,38
0.98177,1262.318476600001,8.0,58.0,87.0,38
0.98178,1262.740658,8.0,58.0,87.0,38
0.98179,1263.2314570000028,8.0,58.0,87.0,38
0.9818,1263.37,8.0,58.0,87.0,38
0.98181,1264.39,8.0,58.0,87.0,38
0.98182,1264.4546604,8.0,58.0,87.0,38
0.98183,1264.7510481999996,8.0,58.0,87.0,38
0.98184,1264.9,8.0,58.0,87.0,38
0.98185,1265.1934690000016,8.0,58.0,87.0,38
0.98186,1265.8282164000004,8.0,58.0,87.0,38
0.98187,1266.1420707999991,8.0,58.0,87.0,38
0.98188,1266.73,8.0,58.0,87.0,38
0.98189,1266.8016006000007,8.0,58.0,87.0,38
0.9819,1267.0386940000017,8.0,58.0,87.0,38
0.98191,1267.6893621999814,8.0,58.0,87.0,38
0.98192,1268.6337536000028,8.0,58.0,87.0,38
0.98193,1268.8142189999978,8.0,58.0,87.0,38
0.98194,1269.1049360000018,8.0,58.0,87.0,38
0.98195,1269.2510319999978,8.0,58.0,87.0,38
0.98196,1269.3698696000079,8.0,58.0,87.0,38
0.98197,1269.65,8.0,58.0,87.0,38
0.98198,1269.7177559999982,8.0,58.0,87.0,38
0.98199,1270.6734858000004,8.0,58.0,87.0,38
0.982,1271.0367199999996,8.0,58.0,87.0,38
0.98201,1271.1893444000004,8.0,58.0,87.0,38
0.98202,1271.4264364000044,8.0,58.0,87.0,38
0.98203,1271.59,8.0,58.0,87.0,38
0.98204,1271.83,8.0,58.0,87.0,38
